video_id,title,channel_title,category_id,views,likes,dislikes,comment_total,date
5qkgFES0r-U,LEAVING YOUTUBE... chit chat get ready with me,James Charles,24,572380,26604,2318,3191,29.09
iTUsiJh9PgE,Dramatic Vampy Fall Makeup Tutorial,Christen Dominique,26,180669,16715,172,1756,29.09
ONt_ajHfSiw,rhythm games,ProZD,1,617496,29914,621,1833,29.09
kaMKInkV7Vs,Equally sharing a cake between three people - Numberphile,Numberphile,28,381540,11634,916,2353,29.09
OzNj7YdkVDk,TRYING TO GET BACK WITH MY EX-GIRLFRIEND,Caspar,24,1150918,56272,1079,3587,29.09
c0FjpqLfGN8,Why New Yorkers don't pay contractors.,Louis Rossmann,27,245157,2750,109,463,29.09
DUMbf8LUhoU,"Gary Neville Exclusive on United's Resurgence Under Mourinho, Rollickings from Sir Alex & Much More",StrettyNewsTV,17,60805,515,20,77,29.09
mJSViC_Sx20,Stranger Things | Love in the Upside Down | Netflix,Netflix,24,272530,10493,189,805,29.09
RxIh_0q524c,Chemotherapy Effects Not Working!,Wil Dasovich,22,278289,12451,112,2382,29.09
bZbI9rmpaEw,Camila Cabello: Havana,The Tonight Show Starring Jimmy Fallon,23,2448870,143748,2690,10210,29.09
0q12l9wH1No,I'VE BEEN WORKING ON THIS FOR SO LONG! (PODCAST REVEAL),Estée Lalonde,22,39716,1918,69,195,29.09
xEKSJLaiZa0,I waited 6 months to try this...,Brothers Green Eats,26,82069,1986,76,206,29.09
07v6qA2l3n4,All Night Long at The Airport,Mahshid Mazooji,22,1594034,14274,476,952,29.09
nXZStT0kvVM,Welcome to my home | Mesut Özil,Mesut Özil,22,40107,978,11,129,29.09
n54-eEvoMpg,Why 23 million Americans don't have fast internet,Vox,25,647608,17238,1142,4196,29.09
vp_Dbt3FPDs,Autumn Homeware Haul | Zoella,Zoella,26,1047015,70492,700,4769,29.09
AgnqfXHMnZ8,"Lee Daniels & Bryshere Gray Talk 'Empire' Spoilers, Mental Health & More",Breakfast Club Power 105.1 FM,24,201236,2028,375,1614,29.09
tN_Fta2ZgdM,TESTING POPULAR INSTAGRAM MAKEUP PRODUCTS! HITS & MISSES,makeupbymichaelfinch,26,190390,10777,236,970,29.09
_StIv9i6as4,BFF TAG w VANESSA MORGAN (Toni Topaz) | Madelaine Petsch,Madelaine Petsch,22,122387,12414,57,1338,29.09
S_9OSktlm6s,Maze Runner: The Death Cure | Official Trailer [HD] | 20th Century FOX,20th Century Fox,1,5098624,62427,2128,7206,29.09
WRplVmpZCa8,Noel Gallagher’s High Flying Birds - Who Built The Moon? Official Album Trailer,NoelGallagherVEVO,10,233948,6261,312,1433,29.09
f8_slzyQEoM,Jürgen Klopp's Make-A-Wish interview with young fan Loyd | Guaranteed to make you smile,Liverpool FC,17,104022,5155,40,644,29.09
M__3bfhLRNk,How Insane Is Red Bull Hardline? | Hardline By Numbers,Global Mountain Bike Network,17,73804,3143,25,304,29.09
71QPEkD9PhM,Look What You Made Me Do - Stream Co.,Taylor Swift,10,444759,10553,146,404,29.09
4Cl0kVE94E0,"50 Cent Weighs In On Kneeling Protests, 'Power', Fatherhood | The View",The View,24,160917,1175,256,414,29.09
Z8aN5L-oDOw,Road Trip with The Dolan Twins,Dolan Twins,23,953511,152509,636,14470,29.09
cfSIC8jwbQs,The Centuries-Old Debt That's Still Paying Interest,Tom Scott,27,637021,20959,200,1272,29.09
2rqSJDslK-Q,Amazing 👌🏼 Legendary Didier Drogba Draws His Memories Of The 2012 Champions League Final!,Chelsea Football Club,17,55865,2650,14,241,29.09
aepr6ynzeX4,WORLD'S BEST BROW PRODUCT?? | NikkieTutorials,NikkieTutorials,26,1939808,110419,1578,7309,29.09
VUAP3ifwAl0,Zimbabwe 4x4 Photoshoot!,Mr Ben Brown,22,37345,2163,32,241,29.09
WYkil1tblt8,Tim Allen | Norm Macdonald Live,Norm Macdonald,23,247237,3682,242,2564,29.09
rRi8LptvFZY,Don't Say Velcro,VELCRO® Brand,23,373083,5892,2103,1288,29.09
kKnJzyw4enk,LFL | NATIONAL ANTHEM RESPONSE,Legends Football League,17,238180,897,228,296,29.09
iLJn5IsxOyc,How to Reduce Dark Circles - Dark Circles Makeup - Be Beautiful,Be Beautiful,26,136636,364,179,73,29.09
e4HRUcyMvZY,Crazy Marseille fan scores goal v Toulouse | 24.09.17,365DegreeHighlights,17,135376,479,19,113,29.09
XBGCYqRInM8,Top 10 Greatest Movie Car Chases from the 80's | Donut Media,Donut Media,2,54842,2011,37,206,29.09
WY9xOHquZrg,Popeyes 1/4 LB Popcorn Chicken - Food Review,TheReportOfTheWeek,24,69107,4053,69,1214,29.09
9EBgaxFfDA0,Scratching the $1300 dollar Apple Watch - is it really 'Sapphire'?,JerryRigEverything,26,744953,24945,693,3518,29.09
l7yxJDFvTRM,Trying to play Game Boy,Chris Cohoon,22,2694157,37659,3071,7207,29.09
qznElIkZ1hc,"16-Year-Old Girl Sings The Most Difficult Opera Song Ever, Nails It",Pop Blast,10,628302,7859,317,505,29.09
6L-nhETPAfY,Am I A Fish?,Studio C,23,389934,13095,623,1474,29.09
eGFTUTRd_oA,The Old Gang! | The Weekly #36,SprinkleofChatter,22,204460,12151,99,1069,29.09
MfYdzj16SSY,Dramatic footage shows parent driving car at teacher,Jenny Lenn,2,46115,48,7,173,29.09
k6sWbbZFHPY,"Tom Clancy’s Ghost Recon Wildlands: Ghost War Classes: Assassin, Sentinel, Diversionist | Ubisoft",Ubisoft US,20,28478,938,24,201,29.09
uh3aU63f8U8,George Michael - Freedom '90 Music Video Outtakes,georgemichaelVEVO,10,51231,1910,43,175,29.09
SY0nJ1v5U5M,Offset Goes Back-to-School Shopping With HYPEBEAST,HYPEBEAST,22,335018,9566,113,729,29.09
sxkP5m3RKQQ,Saudi Arabia agrees to let women drive,Fox News,25,21080,275,70,1006,29.09
LHR2gzqUp5M,"DIY Dragon's Beard AKA Edible Hair, Corinne vs. Cooking",ThreadBanger,26,1700426,69352,1062,6059,29.09
8QKP7LXWlHk,Is Vegan Ramen any Good?,Simon and Martina,19,207309,9830,99,1046,29.09
mGibr5Uy04w,GAMES OF PHONES / STORY,OlanRogers,23,148552,17149,88,1619,29.09
H2s0lDFK89E,"I SPENT $375 ON ROMWE - AND NOW THEY HAVE BEEN EXPOSED, MY CONSPIRACY WAS RIGHT!",Patricia Bright,26,771801,40603,427,4286,29.09
R2cwVS_vmbA,KOPTALK ARCHIVE: FREDDY SHEPHERD - I'D CARRY MICHAEL OWEN BACK TO ANFIELD!,www.KopTalk.com,17,4978,20,1,0,29.09
b0O5JtyNqek,TESTING NEW MAKEUP! HUDA BEAUTY | FENTY FOUNDATION,LustreLux,26,257022,12403,259,1630,29.09
CYa6VUK2dM0,Creating An Autumn Capsule Wardrobe | Planning | Lucy Moon,Lucy Moon,22,55722,3562,52,249,29.09
RrmGrkuiY50,Wild Beasts - Punk Drunk And Trembling (Official Audio),WildBeastsVEVO,10,14745,377,8,51,29.09
qWEmjFtwQek,El Día Después (25/09/2017): Jugar así es una mierda,El Día Después,17,381525,5665,78,240,29.09
D8cf_QBghng,Entrevista en EXCLUSIVA con Cristiano Ronaldo en 'El Chiringuito' tras la VICTORIA en Dortmund,El Chiringuito de Jugones,17,167422,3559,163,626,29.09
ouJwpthMfkY,Drugstore/Affordable Fall Makeup Tutorial | Jaclyn Hill,Jaclyn Hill,26,948420,55510,1998,7261,29.09
t_LQ0f2GU88,TRYING ON EBAY HALLOWEEN COSTUMES UNDER £10! 🎃,Roxxsaurus,26,645258,20686,483,1704,29.09
tSLjM6cZaTo,Diabulimia: The World's Most Dangerous Eating Disorder,BBC Three,24,635254,8324,159,912,29.09
eol-un2oKSk,[STATION] U-KNOW 유노윤호 'DROP' MV,SMTOWN,10,665086,60576,639,7773,29.09
uZ8L6qLeC74,Face Masks I Love Right Now! | Ingrid Nilsen,Ingrid Nilsen,26,71153,2722,39,213,29.09
t4My4nOw4R4,Kingsman: The Golden Circle - RANT & Review,JackHoward,24,53859,3855,125,433,29.09
9WShamMJaF0,Dennis Skinner Brings The Roof Down At Labour Party Conference,Chris York,22,6002,78,31,48,29.09
PHpMh4E4KKQ,Baby Hippo Fiona - Episode 4 More to Explore - Cincinnati Zoo,The Cincinnati Zoo & Botanical Garden,15,34375,1045,10,126,29.09
D59v74k5flU,Primitive Technology: Mud Bricks,Primitive Technology,22,15739408,350596,8547,37128,29.09
P00HMxdsVZI,Lizzo - Truth Hurts [Official Video],Lizzo Music,10,64917,3036,61,245,29.09
qlAfus-n9-U,Belle and Sebastian - We Were Beautiful,BelleSebastianVEVO,10,27586,605,13,46,29.09
U9E2olGqUlU,Abertura de Star Trek: Discovery (Main Title Sequence),Trek Brasilis,22,49679,487,116,156,29.09
JIq6dXEvGvY,Inside These Lines,NFL 17,22,77054,721,142,258,29.09
9lx41ak9GWk,PHOGS! EGX Demo Trailer,Bit Loom,20,2116,22,0,8,29.09
s06m6I06rbw,FIRST AND WORST: Dele Alli,Tottenham Hotspur,17,27793,987,12,63,29.09
9RSJQV4gTeQ,CELEBRITY MUA PATRICK TA DOES MY MAKEUP,Inthefrow,26,52418,2017,75,136,29.09
_209r9TMB4M,Post Malone feat. 21 Savage - rockstar,Republic Records,10,3958399,0,0,0,29.09
iKzRIweSBLA,Ed Sheeran - Perfect [Official Lyric Video],Ed Sheeran,10,10804663,481167,5174,19071,29.09
qynG2-RTnAw,Man City 5-0 Crystal Palace | TUNNEL CAM 🎥,Man City,17,131600,1993,59,222,29.09
Fo3fdphQ_O4,HIGHLIGHTS | Wolves 2-1 Barnsley,Wolves,17,15940,267,3,37,29.09
TNhyrPaGFYQ,FIX YOUR LIFE (YIAY #359),jacksfilms,23,1700518,79141,1774,52531,29.09
XMqJh_SRhyI,HIGHLIGHTS: SUNDERLAND 1-2 CARDIFF CITY,Cardiff City FC,17,27235,196,27,63,29.09
he9KF_HkHrA,Resumen de Girona FC vs FC Barcelona (0-3),LaLiga Santander,17,441293,2987,322,179,29.09
htAqXYmFKgo,Cristiano Ronaldo Reacts To My Football Videos,ChrisMD,24,4793066,269852,3474,14126,29.09
UApJ0enDJTs,WHAT I LOOK LIKE WITH EYEBROWS !,Jenny Mustard,26,172765,6338,149,1798,29.09
VVFXM0KtvwI,Uber loses London license and people are freaking out,IBTimes UK,25,343257,1633,564,1606,29.09
WDWlzSgBbx8,TRIALS OF TRACTOR CANNON ft JustJason. Acid and Epic! Destiny 2,The Destiny Fun Police,20,42128,1684,47,138,29.09
1NyMSWqIJDQ,Danielle Bregoli is BHAD BHABIE “Hi Bich / Whachu Know” (Official Music Video),Bhad Bhabie,10,13339613,400888,143464,68640,29.09
dSdSYmXCPXU,"Spielberg (2017) | Official Trailer ft. Leonardo DiCaprio, Liam Neeson & More | HBO",HBO,1,171517,2024,35,205,29.09
P4bSgkCQ4cI,JAY-Z - Numb/Encore in the Live Lounge,BBCRadio1VEVO,10,1257496,58026,606,2148,29.09
cbBMwrdEIdc,B1A4 - Rollin' (MV)(Full ver.),B1A4 OFFICIAL +,10,448948,0,0,6514,29.09
-jFgNreZPf0,ASKING ALEXANDRIA - Into The Fire (Official Music Video),SumerianRecords,10,1823447,93454,2812,10033,29.09
ofz2cHLkiRI,iPhone 8 + Apple Watch Series 3 Accessories,iJustine,22,745109,21175,1692,1882,29.09
9XAUlcrRQSE,I made it to TOKYO!!,Life of Tom,22,344503,12856,559,1098,29.09
WFVM5NVqQpM,Pilotwings' Lost Open World Reboot (Nintendo Wii) - Unseen64,DidYouKnowGaming?,20,196909,5659,105,550,29.09
tJpe2pB4ZLk,Post Malone Covers Green Day's Basket Case! HD (LIVE),Anuj11,25,32435,545,13,37,29.09
--y69Ui8xwM,FIFA Puskás Award 2017 - ALL NOMINEES,LilWiz,17,47188,410,19,107,29.09
pMZAhWZxdGI,Fergie - Enchanté (Carine) ft. Axl Jack,FergieVEVO,10,2138170,57562,6109,4341,29.09
TaFlyFkZvM4,Slow Braised Beef Cheeks with Pappardelle | Gordon Ramsay,Gordon Ramsay,24,1022143,19789,390,2398,29.09
dt__kig8PVU,ISLE OF DOGS | Official Trailer | FOX Searchlight,FoxSearchlight,1,5639908,81927,4648,6190,29.09
JmWfY4nb6oM,I Only Said “Yes” To My Kids For A Week,BuzzFeedVideo,22,5550664,165434,3790,10420,29.09
Z4QcwsEbKyo,Uber loses London operating licence - BBC News,BBC News,25,385907,2783,496,2179,29.09
4BmaTeRnNgo,Spal Napoli  2 3 • Highlights • Serie A 2017/18,Il Bello Del Calcio,17,247760,1124,92,209,29.09
KnthjyYsk-8,ASMR Scary Storytime - Sleep Paralysis,ASMR Darling,24,403661,13543,332,3342,29.09
nKzsgC6FUds,IN A HIT AND RUN!! DRIVING WITH LIZA PART 4!,Liza Koshy,23,4679413,403288,1956,15626,29.09
unTZYFHExRs,iPhone 8 Plus vs Galaxy Note 8 Drop Test!,PhoneBuff,28,1286984,15283,1103,2319,29.09
YeF_MnDfqmI,Michael Cera - “Best I Can” (feat. Sharon Van Etten)(Official Music Video),Pitchfork,10,82204,1624,47,98,29.09
FpZ1sIjQrf4,Types Of Guys Your BFF Dates (ft. Alex Wassabi & LaurDIY),IISuperwomanII,23,4064606,221694,2535,23860,29.09
8JMnfmxA_Qo,Trump: I wish NFL owners respected US flag,CNN,25,269147,2162,2674,4710,29.09
4YX_1wql-Xw,TESTING EXPENSIVE $$$ AF LIQUID LIPSTICKS | Jeffree Star,jeffreestar,26,2003636,70779,4847,9260,29.09
0pwttmAYCTw,Kygo - This Town ft. Sasha Sloan,KygoOfficialVEVO,10,1800675,62642,656,1614,29.09
tlTKTTt47WE,Is Reality Real? The Simulation Argument,Kurzgesagt – In a Nutshell,27,3512713,139562,6651,19943,29.09
IFKkcaj0kAE,IT - Pennywise Featurette,Warner Bros. Pictures,24,1421275,27645,336,1888,29.09
3fILUAGw2mE,Film Theory: How Much is YOUR SOUL Worth? (Fullmetal Alchemist Brotherhood),The Film Theorists,1,1441962,57783,2464,10612,29.09
q6yzrZfgQvI,Depeche Mode - Heroes (Highline Sessions Version),DepecheModeVEVO,10,688333,23582,516,1404,29.09
1yYV9-KoSUM,MACKLEMORE FEAT KESHA - GOOD OLD DAYS (OFFICIAL MUSIC VIDEO),Macklemore LLC,10,3945097,151143,1868,5878,29.09
y9vsRUmPCKk,MAC Studio Fix  Fluid NW58 |Nyma Tang #thedarkestshade,Nyma Tang,26,201250,10519,111,843,29.09
6gwM9v_OwUc,ELDERS REACT TO RUPAUL’S DRAG RACE,FBE,24,896264,34142,932,4904,29.09
GO6qs83CHpc,Sneaky toddler steals Prince Harry's popcorn,The Royal Family Channel,25,10397787,31656,3445,4056,30.09
HUUsEgAe8x4,MONSTER FROGFISH FOUND!,Brave Wilderness,15,1570828,34418,687,5261,30.09
APHgDFRpCi0,"J Balvin, Willy William - Mi Gente featuring Beyoncé",jbalvinVEVO,10,7420293,299197,14148,26342,30.09
8-M7WA1qX1g,finding out i can never run again,CaseyNeistat,22,3363097,131285,15339,17577,30.09
M6dtKk-UrWw,"Addams After Hours | Watch Me, Wednesday",Carrie Hope Fletcher,24,51239,3773,15,393,30.09
-fbsJZZ2KMw,Krept & Konan - For Me (Official Video),KreptandKonanVEVO,10,243775,8011,558,960,30.09
Mf27iEM5YWw,My Evening Routine | Get Ready With Me | Tanya Burr,Tanya Burr,26,130512,10066,425,321,30.09
bAF8GoqHUCg,An Update On Darcy!,Sprinkleofglitter,26,161824,10242,115,574,30.09
03IUgOd4GH4,73 Questions with Helga | Vogue Parody,Liza Koshy,23,4998831,373937,5541,22078,30.09
Ap5hoCTkTUM,"Hold the Door! | Anwar Jibawi, Inanna Sarkis, Hannah Stocking & Lele Pons",Anwar Jibawi,23,1566496,72188,1794,4776,30.09
fmIGnd98DX4,How You Really Use Exercise Machines,CollegeHumor,23,705733,22951,643,1037,30.09
ufaDurSCKOk,Annihilation (2018) - Teaser Trailer - Paramount Pictures,Paramount Pictures,1,5033786,26304,2497,4086,30.09
BBn_fo8NprY,"What Really Happens In A Women’s Washroom (ft. Inanna Sarkis, Hannah Stocking, & Lele Pons)",IISuperwomanII,23,2051115,160643,2329,9353,30.09
1wEh5P6T2_Y,Ryan Gosling & Jay-Z: Together Again at Last - SNL,Saturday Night Live,24,73653,1324,59,146,30.09
8rhb5wTCero,dodie - 6/10,dodieVEVO,10,227446,52213,215,6350,30.09
439iY0844xI,Aladdin Makes No Sense,SuperCarlinBrothers,22,349576,14484,836,3411,30.09
GWKI-CoCCTU,"HANDSTAND AT 40,000Ft!! | World Championships Vlog (1)",Nile Wilson,17,125989,6256,72,374,30.09
_38JDGnr0vA,Blue Planet II : The Prequel,BBC Earth,15,1074196,30199,264,2648,30.09
2DTwXdqmRiM,Channing Tatum Grooms James Corden for Magic Mike Live,The Late Late Show with James Corden,24,1714177,33476,821,1252,30.09
lX-eFyZyO9k,Lately I've Been... | DEAR CARRIE,Giovannasworld,24,19890,666,11,44,30.09
WfjZ1otkS3o,Lt Gen Silveria addresses cadets about racism incident,USAFAOfficial,27,535029,11583,354,3035,30.09
QB5JOnDYeHY,Wanda Sykes Confesses Everything While Eating Spicy Wings | Hot Ones,First We Feast,26,1129188,36892,2115,7091,30.09
oStLD-yYAy0,"Crowdfunding, explained by Exploding Kittens",Vox,25,291684,8561,410,568,30.09
wVXIs2l_WqM,HOW MUCH?! MISSGUIDED HAUL,Helen Anderson,22,43571,3056,38,201,30.09
uZucY9atk9M,I'M A DAD NOW!!,Dwarf Mamba,22,2578936,125961,1944,11555,30.09
FwT9nx8GHxE,What Will Happen To You in The Microwave?,Meet Arnold,22,1925611,70003,2501,7191,30.09
_cu4FHyCcT8,Would you eat an Apple like this? - Food Life Hack,DaveHax,26,153386,4233,385,565,30.09
wQ5A1Rx64o4,BABY TRIES FOOD FOR THE FIRST TIME + HUGE ANNOUNCEMENT,SACCONEJOLYs,22,160575,9288,154,820,30.09
41taYOq1kVY,P!nk - Beautiful Trauma (Audio),PinkVEVO,10,1300241,61790,728,2996,30.09
tp9aQXDFHbY,Cats Can Be A Real Pain In The Grass - Simon's Cat | STORYTIME,Simon's Cat,15,102116,6117,106,313,30.09
5Wiio4KoGe8,Maroon 5 - What Lovers Do ft. SZA,Maroon5VEVO,10,2951760,169581,2961,11739,30.09
KPqtlI3aJIE,Sam Smith - Too Good At Goodbyes (Live From Hackney Round Chapel),SamSmithWorldVEVO,10,1082024,84083,398,3987,30.09
aw28GKtWxBw,The $100 14-inch Pizza Challenge (I did it twice),Matt Stonie,24,1530539,50517,1722,5096,30.09
GTfnzOgjRZ8,"The Champions League Catch Up (Chelsea, Manchester United and Celtic) - Sept 27th 2017",BT Sport,17,230473,2714,43,281,30.09
6jt3asyth4s,Youthful Day Makeup,pixiwoo,26,124184,9710,66,695,30.09
lSsTCiC93WI,Green Lantern - Nostalgia Critic,Channel Awesome,24,748619,26437,1376,6724,30.09
GRDoasFyesU,Trying $3000 Lace Front Wigs With Pia Muehlenbeck!,Chloe Morello,26,111867,4021,174,412,30.09
nvAhI3ZjnjU,Jamie Foxx and Jay Pharoah Play the Impressions Game,TheEllenShow,24,742872,12498,469,785,30.09
UNSOt_ij8E4,"Plans, Piercings & The Paranormal ☕️ Q&A",Kiera Rose,22,13532,1348,8,291,30.09
NDGID7tOaK8,I MET MY HERO (BEST DAY OF MY LIFE),ThatcherJoeVlogs,24,166647,11200,101,775,30.09
B9SptdjpJBQ,How To Learn Faster,AsapSCIENCE,28,667625,34512,346,1372,30.09
Y2GVVC_cD_E,73 Questions With Zac Efron | Vogue,Vogue,24,3833390,133044,2421,10422,30.09
fEYJt5s4gJk,A DAY SHOPPING IN LONDON + MY NEW WINTER COAT | VLOGTEMBER,SamanthaMariaVlogs,26,85155,4252,97,273,30.09
AaGVAaGylgQ,"Tamar Braxton on Marriage, Music and Why God is Good",Wendy Williams,24,435738,8710,221,1870,30.09
-c_FsbYR8Q4,AN IMPORTANT VLOG,PointlessBlogVlogs,24,495126,28895,508,2744,30.09
WtpX1nMdg8Y,Baby Names I LOVE But Won't Be Using! (Part 2) 👶🏻,Gabriella ♡,26,84795,5510,195,816,30.09
V_U6czbDHLE,The surprising cause of stomach ulcers - Rusha Modi,TED-Ed,27,272849,11694,175,626,30.09
bd7IGZ6dulM,I Spent 24 Hours in Complete Darkness & Silence and It Sent Me Crazy (No Senses Challenge),Kill'em,24,382040,15387,1347,6889,30.09
WJWNhuUUKds,Fergie On Taylor Swift’s Song Sounding Like Hers | WWHL,Watch What Happens Live with Andy Cohen,24,139155,753,140,139,30.09
_bhvufnPkxc,Lorde - In The Air Tonight (Phil Collins cover) in the Live Lounge,BBCRadio1VEVO,10,223098,4879,453,433,30.09
M2bUl404n_Q,A $600+ SEPHORA HAUL | JAMIE GENEVIEVE,Jamie Genevieve,22,105958,5186,64,508,30.09
nIZb34JnFEw,HURRY UP BLOOPERS!,SUPERFRUIT,24,98539,8644,56,704,30.09
t2oVUxTV4WA,Celebrities Read Mean Tweets #11,Jimmy Kimmel Live,23,15314092,217268,7998,10271,30.09
yJZh9NWdXrE,James Blunt - Don't Give Me Those Eyes [Official Video],James Blunt,10,132022,7111,78,371,30.09
MHMdv2D7ndc,EDEN - start//end (official video),EDEN,10,214624,24067,130,3497,30.09
u04RHfpGr08,Phillip Is Fascinated by Couple Who Can Orgasm for 18 Hours Just by Hugging! | This Morning,This Morning,24,616363,2858,193,0,30.09
-abYDzdg5Vg,The Truth About My Life Right Now | Amelia Liana,Amelia Liana,26,58286,1767,121,200,30.09
wOskfnnbkdw,Nick Kroll Hijacks a Stranger's Tinder | Vanity Fair,Vanity Fair,24,432047,6532,298,441,30.09
Itd_DFAw8OE,DIY EDIBLE GEODE - 6 MONTHS TO GROW!!,HellthyJunkFood,24,306058,9799,360,1308,30.09
0AaApxaD170,WHITE WALKER GAME OF THRONES  -  HALLOWEEN MAKEUP TUTORIAL,Glam&Gore,22,210765,18457,114,1284,30.09
7qLrKUtV0Kw,Not a baby brother!,Siobhan O'Brien,22,124753,317,84,118,30.09
-6Zc8Co2H3w,Honest Trailers - Star Trek: The Next Generation,Screen Junkies,1,1870202,48208,1241,6526,30.09
cFVRCo6-FUU,Trader Joe's Pumpkin Spice Taste Test,Good Mythical Morning,23,1438170,38319,681,5044,30.09
vlzHNY2SWps,Why we should show our hurt rather than argue,The School of Life,27,83874,4538,115,570,30.09
-QL9dvmddYs,Ollie's Baby is BORN!! (And MARK STRONG NAMED HER!!!),JOLLY,23,692679,36503,197,5897,30.09
ml8Dj5OSR-M,What's the Northernmost Town in the world?,Half as Interesting,27,175513,6545,201,789,30.09
nd_EYo96lmo,U2 - You’re The Best Thing About Me (Official Video),U2VEVO,10,663136,17998,719,1538,30.09
S_DltnHeJ-M,32 THINGS I'VE LEARNED THIS YEAR // Grace Helbig,Grace Helbig,22,109928,9415,41,486,30.09
0wEHhsvyia0,"Tony Ferguson, Fabricio Werdum UFC 216 Media Lunch Altercation and Aftermath - MMA Fighting",MMAFightingonSBN,17,131784,1013,60,1216,30.09
3uxsHmxQBHA,"Jon Cozart Roasts Lilly Singh, Liza Koshy & Casey Neistat with a Song - Streamys 2017",Streamy Awards,24,1574653,78112,1355,3497,30.09
DtsWj9XiOIY,"1,000,000 THANK YOU!",Amber Scholl,26,224045,45262,203,11607,30.09
_DAUmz188l8,Amazon Echo Spot first look,The Verge,28,267622,2141,98,285,30.09
5iS_9deMr3s,A/W TRENDS & HOW TO WEAR THEM | Samantha Maria,Samantha Maria,26,93755,4616,90,315,30.09
mSYEzJ7LM54,Roman Bürki's funny pre-match ritual for Borussia Dortmund ⚽😂,Borussia Dortmund,17,384113,8116,264,347,30.09
Z4zXQV94foU,NO PLACE LIKE HOME!!,RomanAtwoodVlogs,22,2043876,88372,997,8402,30.09
-HGQJx5M8js,"Ray J Wilds Out on Everyday Struggle About Kanye, Breakfast Club, and More | Everyday Struggle",Complex,24,190774,1810,777,1025,30.09
yNaLblrdflU,GOTTI (2017 Movie) – Official Trailer – John Travolta,Lionsgate Movies,1,663908,3859,451,1145,30.09
pgCtsVdK4HA,Joe Goes To The Juggalo March,Joe Goes,23,48110,2452,81,501,30.09
cq50fkILrwM,September FAVOURITES | Fleur De Force,Fleur DeForce,26,90484,2865,64,186,30.09
1k_whpRADOE,The Last Word: Hugh Hefner,The New York Times,25,113639,1386,165,592,30.09
e7acWkAb1dA,Hack It Like a Chef - The Effortless Midweek Meal,SORTEDfood,26,100973,3454,46,251,30.09
yLpAJzHSYKY,I SPENT £200 IN PRIMARK | Haul | Sarah Ashcroft,Sarah Ashcroft,22,71723,2184,145,201,30.09
i86M4zj_Kec,Steven Seagal Calls NFL Protests 'Disgusting' | Good Morning Britain,Good Morning Britain,24,629314,3081,5661,0,30.09
3ImE5jhnOt8,Cider-Braised Pork Shoulder - Pork Stewed in a Creamy Apple Cider Sauce,Food Wishes,26,139211,5172,65,389,30.09
22RRaO5AuOo,[BTS - MIC Drop] Comeback Stage | M COUNTDOWN 170928 EP.543,Mnet K-POP,24,1099009,94925,578,4422,30.09
TO5cYWd12lQ,My First PC Build with Austin Evans !!!!,Sara Dietschy,1,31367,2462,33,607,30.09
9j9RrWgo5rE,Jane Fonda Recalls The Moment She Knew Robert Redford Would Be A Star | Megyn Kelly TODAY,TODAY,25,227999,179,185,153,30.09
MuhbA_bB418,RAPPING FOR A JOB AT VAYNERMEDIA,DKIRK,10,1195642,24729,1541,1518,30.09
C-V1uXeyGmg,Laser + mirror + sound,Steve Mould,28,84246,5599,31,769,30.09
Av-BCG0xjS0,Grizzly Bear - Losing All Sense (Official Video),GrizzlyBearVEVO,10,42378,991,32,125,30.09
gm3WDogH4LQ,How to Make Flumps! AKA Colourful Marshmallow Ropes | Cupcake Jemma,CupcakeJemma,26,61446,3034,23,189,30.09
lwEYXrE3cjM,"Batshuayi Can't Stop Scoring, Willian Up To His Old Tricks And We Take Over Madrid | Chelsea Unseen",Chelsea Football Club,17,92980,2060,18,117,30.09
qTB9uDK0mWw,Mermaid cake tutorial,Zoes Fancy Cakes,26,18441,1300,11,50,30.09
BqL9T0_ClUg,Playboy' Founder Hugh Hefner Dead at 91,Entertainment Tonight,24,41861,515,44,579,30.09
_SzWAfsdZXY,The Killing of a Sacred Deer | Playdate | Official Trailer 2 HD | A24,A24,1,110459,1250,39,177,30.09
MFoODeZfSD0,Can a Laser Cook Potato Chips?,William Osman,28,601185,11390,1420,2043,30.09
sxCAlGeyhJE,Winston Churchill School CCTV,Surrey Police,25,308411,2242,150,11,30.09
f-y88NypH2U,"PUMPKINS, PRESENTS & PLONKERS",MoreZoella,22,933708,51030,474,411,30.09
TE4yRty0bx8,STORMZY - GANG SIGNS & PRAYER (THE FILM),StormzyTV,10,1234795,34941,2075,2339,30.09
UkMZJrbCRdQ,Why Farming Is Broken (And Always Has Been),MinuteEarth,28,325700,13197,759,1598,30.09
fu_YIpRnoa8,to all the books I'll never read,booksandquills,22,9169,2056,12,154,30.09
88IdVnUESJw,"50 Cent Confronts Ebro + Keeps It Real On ‘4:44’, Trump & Mayweather",HOT 97,10,672099,7330,398,1706,30.09
Y12lF3cYufo,Clash of Clans - Builder Hall 7 UPDATE!,Clash of Clans,20,1846674,45146,2633,2038,30.09
XM23h-eJ08A,Soccer Trick Shots ft. Chelsea F.C. | Dude Perfect,Dude Perfect,17,10626419,379815,6879,43529,30.09
azA8Eaaew9o,D.L. Hughley on the Black Church: It's the Gayest Place on the Face of the Earth (Part 12),djvlad,24,75852,1148,84,807,30.09
uy1FAz6zrQE,CHICKEN GIRLS | Annie & Hayden in “Thursday” | Ep. 4,Brat,24,3182580,85561,1318,14089,30.09
